,0
0,0.0
2,4082.2508
4,4103.3296
6,4127.804
8,4143.1968
10,4162.0892
12,4183.5776
14,4195.8792
16,4206.1868
18,4222.8704
20,4232.926
22,4247.6992
24,4259.2968
26,4269.6932
28,4275.0504
30,4283.4916
32,4295.0744
34,4304.5708
36,4306.7292
38,4319.1184
40,4329.5016
42,4336.7392
44,4347.912
46,4356.156
48,4361.6448
50,4368.9568
