,0
0,0.0
2,203.4464
4,273.8692
6,318.7612
8,358.2812
10,387.1
12,413.4712
14,440.018
16,461.9568
18,479.5984
20,497.7588
22,514.2684
24,530.192
26,546.1
28,560.6676
30,571.9196
32,584.2468
34,597.5808
36,609.1712
38,621.0296
40,633.5312
42,644.2876
44,657.1788
46,666.3616
48,675.7668
50,684.76
