,0
0,0.0
2,5.6452
4,10.5496
6,14.5216
8,18.3496
10,21.7384
12,24.7548
14,28.114
16,31.008
18,33.9008
20,36.86
22,39.6612
24,42.5964
26,45.1768
28,47.93
30,50.6812
32,53.6576
34,56.3056
36,59.088
38,62.0136
40,64.5764
42,67.4784
44,70.2864
46,72.7064
48,75.3432
50,78.0348
