,0
0,0.0
2,2470.0924
4,4009.8224
6,5150.2096
8,5855.814
10,6415.6396
12,6905.2908
14,7388.6512
16,7754.746
18,8156.1564
20,8536.2408
22,8889.062
24,9219.6492
26,9569.9936
28,9825.9088
30,10079.8888
32,10354.5776
34,10573.8508
36,10787.9784
38,10994.9108
40,11193.0472
42,11388.2676
44,11568.7188
46,11750.1792
48,11915.186
50,12087.1104
