,0
0,0.0
2,2.2356
4,4.3708
6,6.4152
8,8.7452
10,10.9944
12,13.0344
14,15.1428
16,17.41
18,19.5544
20,21.914
22,24.2428
24,26.7944
26,29.038
28,31.8236
30,33.9884
32,36.8184
34,39.0984
36,41.3388
38,43.6932
40,45.9732
42,49.0196
44,51.1252
46,53.4504
48,55.5372
50,57.604
