0.5_0,0.5_1,0.5_2,0.5_3,0.5_4,0.5_5,0.5_6,0.5_7,0.5_8,0.5_9,0.1_0,0.1_1,0.1_2,0.1_3,0.1_4,0.1_5,0.1_6,0.1_7,0.1_8,0.1_9,0.01_0,0.01_1,0.01_2,0.01_3,0.01_4,0.01_5,0.01_6,0.01_7,0.01_8,0.01_9
9.634847164154053,8.713628053665161,11.764766454696655,11.245737791061401,9.44606351852417,8.653786897659302,9.262637376785278,8.261153221130371,7.908923387527466,7.844391822814941,27.87342643737793,27.11615777015686,27.512122869491577,28.24361801147461,27.712317943572998,26.636784553527832,29.716378211975098,27.80014181137085,24.392472743988037,24.362917184829712,53.95586657524109,54.10360622406006,53.30650854110718,53.14197611808777,53.89448642730713,53.100048780441284,52.082852840423584,51.14152789115906,51.45110893249512,51.661723375320435
8.61274766921997,8.249636888504028,7.283501386642456,9.173401117324829,9.867963075637817,8.368634700775146,6.797008037567139,8.162449359893799,8.976861715316772,9.082096099853516,24.17652726173401,26.42263102531433,25.501850128173828,24.44929599761963,24.915266275405884,29.746315717697144,22.57337713241577,27.89982771873474,23.652708768844604,24.814732789993286,49.23326635360718,44.781006813049316,48.23175883293152,44.100327491760254,49.59695816040039,45.581188440322876,41.133973360061646,46.69498038291931,47.32668328285217,43.94382166862488
7.112201690673828,9.379441976547241,7.1558122634887695,6.914801836013794,7.159116268157959,8.434682369232178,7.361859321594238,8.10963749885559,12.15033483505249,8.345285415649414,21.385897874832153,22.739006757736206,22.39945363998413,23.16412615776062,26.0137357711792,20.896602153778076,21.859557628631592,20.183163166046143,24.138938188552856,21.8509464263916,38.47311758995056,41.49503016471863,47.983545780181885,35.30802655220032,39.23929738998413,42.99663066864014,35.86852836608887,40.90509009361267,41.24843192100525,36.51701831817627
8.038249254226685,6.619210958480835,6.507148742675781,5.933438777923584,8.330669403076172,6.971873760223389,7.532413721084595,7.941583156585693,9.545370101928711,9.511493682861328,20.690180778503418,22.01918077468872,21.982884168624878,22.724785089492798,19.973078727722168,19.39906096458435,19.941712379455566,22.757598161697388,21.137600898742676,20.469473123550415,32.208868741989136,37.70621705055237,36.61378598213196,35.21918773651123,36.367358922958374,40.385961294174194,33.99641966819763,39.68307971954346,38.303619384765625,34.14538311958313
6.979603052139282,5.994856834411621,6.403202533721924,7.03587794303894,6.353499889373779,5.7700982093811035,7.1280517578125,6.183912992477417,6.781108856201172,8.121875524520874,21.042802333831787,19.950060606002808,19.497543334960938,18.27729845046997,21.489931106567383,21.105403423309326,21.2151780128479,19.00885796546936,20.450408220291138,19.84065008163452,30.908782958984375,35.43798899650574,34.44159150123596,29.700230360031128,34.379910945892334,32.72797417640686,31.090484619140625,34.516287326812744,35.55914092063904,31.999077558517456
6.381124973297119,7.211459636688232,6.807749032974243,5.914781808853149,6.715500593185425,7.097245931625366,8.396342992782593,7.808893918991089,6.014530181884766,7.15174412727356,21.540703535079956,18.36728310585022,18.757999420166016,19.18193006515503,18.100067615509033,16.426278829574585,19.104565143585205,17.01818037033081,18.076478004455566,21.02248239517212,29.717588901519775,31.85195755958557,29.935140132904053,29.43802785873413,29.10194444656372,30.171521186828613,26.175113201141357,29.509897232055664,31.219275951385498,26.38832116127014
7.111380577087402,6.627869367599487,6.375858783721924,6.572617053985596,6.4630444049835205,6.645549535751343,6.569430828094482,7.239462852478027,5.913095712661743,6.692312240600586,18.12006640434265,16.247230052947998,15.69979190826416,16.10172724723816,16.057899951934814,17.011764526367188,17.99879002571106,15.811216831207275,17.960740089416504,16.881462574005127,27.61946702003479,29.10579490661621,25.84363341331482,28.724306106567383,27.185075283050537,27.722960472106934,24.804442405700684,29.340221643447876,29.299399852752686,25.727301836013794
7.282545566558838,5.779268503189087,5.995079755783081,6.52602481842041,6.7303688526153564,6.9358415603637695,6.284712553024292,7.2054407596588135,5.517338991165161,6.709797143936157,16.470266580581665,17.579537868499756,16.576191425323486,15.144707441329956,14.601781606674194,15.175670623779297,17.463778972625732,16.09276032447815,16.52840304374695,16.494904279708862,25.730445623397827,26.13180661201477,22.725147247314453,26.124723434448242,25.926548957824707,25.370258808135986,25.27083969116211,30.868079662322998,30.817424535751343,25.019951820373535
7.544571161270142,5.522159814834595,6.713296413421631,6.273105621337891,6.251994371414185,6.386613130569458,7.228808641433716,6.834415435791016,5.628621339797974,6.6739184856414795,15.338241338729858,15.363234281539917,15.695804595947266,14.619208812713623,14.776587724685669,15.125341415405273,19.03726863861084,15.724091529846191,15.188299655914307,16.686722993850708,22.130329847335815,27.240524768829346,23.29711151123047,24.107600688934326,23.33400058746338,22.909647703170776,23.076913595199585,27.227054357528687,26.71777844429016,24.31068730354309
6.818076133728027,5.5988898277282715,5.426722526550293,5.309125185012817,6.302826166152954,7.73869252204895,6.445086240768433,7.456104516983032,5.985252380371094,5.829302549362183,14.01711106300354,15.36169695854187,14.137754917144775,15.903659582138062,13.24349308013916,14.19997525215149,16.18382692337036,14.506020784378052,15.914356231689453,15.73620867729187,21.496597051620483,23.392734050750732,20.889654636383057,22.629464864730835,22.764375686645508,21.65883493423462,22.838959455490112,27.41831374168396,24.960692644119263,20.930099725723267
