0.5_0,0.5_1,0.5_2,0.5_3,0.5_4,0.5_5,0.5_6,0.5_7,0.5_8,0.5_9,0.1_0,0.1_1,0.1_2,0.1_3,0.1_4,0.1_5,0.1_6,0.1_7,0.1_8,0.1_9,0.01_0,0.01_1,0.01_2,0.01_3,0.01_4,0.01_5,0.01_6,0.01_7,0.01_8,0.01_9
469.0736758708954,450.72811365127563,449.24580478668213,460.21669721603394,470.36155939102173,463.7420949935913,481.86465406417847,477.8782916069031,462.9457974433899,474.05914521217346,758.155077457428,757.2252960205078,743.867466211319,761.6606552600861,737.4737837314606,755.776933670044,764.1891527175903,770.5644814968109,764.6392059326172,775.5304222106934,1008.3373272418976,1045.3657417297363,1022.8791387081146,1010.7850520610809,1018.9015543460846,1028.3274788856506,979.3468451499939,1047.377093076706,1070.5793256759644,1001.4780101776123
