,0
0,0.0
2,11.8852
4,21.0532
6,29.874
8,38.062
10,45.7624
12,53.4144
14,60.5524
16,67.3532
18,73.6424
20,80.0144
22,86.0812
24,92.3444
26,98.4488
28,104.498
30,110.512
32,115.7672
34,121.1708
36,126.7124
38,132.0188
40,136.924
42,142.1932
44,147.3408
46,152.1056
48,157.46
50,162.6308
