,0
0,0.0
2,1235.8856
4,1786.9216
6,2129.3856
8,2398.806
10,2587.5432
12,2772.036
14,2895.3092
16,3032.1796
18,3144.782
20,3282.0332
22,3382.7044
24,3477.1824
26,3569.6672
28,3651.9908
30,3726.5252
32,3798.2912
34,3863.308
36,3929.5816
38,3988.8048
40,4053.152
42,4104.6936
44,4169.7788
46,4213.12
48,4268.4024
50,4321.74
