Size of Seed Set,Running Time[s]
1,28.604787349700928
2,10.19846248626709
3,10.244134902954102
4,10.11395812034607
5,10.320376873016357
6,10.341641902923584
7,10.082314252853394
8,10.143783807754517
9,10.304065942764282
10,10.224148035049438
11,10.192538976669312
12,10.071647882461548
13,9.96729040145874
14,10.076627492904663
15,10.11095380783081
16,10.142348051071167
17,10.028311252593994
18,10.062507152557373
19,10.106203556060791
20,10.150564193725586
21,9.976147174835205
22,9.996257066726685
23,10.071101903915405
24,10.03978180885315
25,10.005086898803711
26,10.035506963729858
27,10.050613403320312
28,10.1254403591156
29,9.979616641998291
30,10.057889938354492
31,10.089019775390625
32,10.081948041915894
33,10.115376472473145
34,10.011167764663696
35,10.082003831863403
36,10.126110076904297
37,10.165773630142212
38,10.054687023162842
39,10.0950345993042
40,10.012349128723145
41,10.128440618515015
42,10.11745548248291
43,10.209203004837036
44,10.235379934310913
45,10.097633361816406
46,10.092434406280518
47,10.09337830543518
48,10.181393146514893
49,9.975851058959961
50,10.039970397949219
